PM2.5,warning,O3,CH4
6.84743,1.0,9.088564283178359,9.24194
6.37659,1.0,10.42892,6.58679
8.5081,1.0,7.96575,6.65448
8.41183,1.0,8.73303,8.70898
6.94271,1.0,8.08498,4.82723
6.71774,1.0,9.51454,10.49666
9.54462,0.0,8.12873,8.15159
9.25667,0.0,9.20519,9.623
6.25689,1.0,10.42661,7.72432
7.73979,1.0,9.07095,6.92826
8.73763,1.0,10.47378,8.312937315300085
7.09943,1.0,7.78547,9.50695
5.08709,1.0,10.82943,7.96711
5.63377,1.0,8.6031,10.11346
5.55437,1.0,9.02948,10.08571
8.05886,1.0,9.90354,8.28295
8.27404,0.0,6.49133,9.45007
7.03339,1.0,9.86696,9.90959
4.63121,0.0,10.58496,6.6142
9.44864,0.0,7.4924,9.36293
3.5363,0.0,11.08128,7.34266
9.62833,1.0,8.4775,6.83275
3.99843,1.0,7.81457,12.49516
10.45989,1.0,11.68779,6.58403
6.94756,1.0,10.21989,9.02666
5.74024,1.0,9.09376,10.46346
9.27638,1.0,9.76079,9.1517
9.60701,0.0,7.07553,11.07537
9.10332,0.0,8.459,6.11856
9.24264,0.0,8.31837,11.58172
7.71773,1.0,9.41313,9.02712
4.66706,0.0,11.30687,7.92832
6.8595,0.0,8.6841,7.37539
10.23374,0.0,7.35023,8.98325
10.47724,1.0,9.11042,7.45514
7.89315,1.0,9.62121,8.38282
8.52546,0.0,7.58677,6.83219
8.59707,1.0,11.19656,7.36494
9.92309,0.0,7.20642,10.61074
4.95375,1.0,9.30573,9.85542
6.26715,1.0,9.80712,5.62775
8.07175,1.0,9.20264,8.72483
7.9048,1.0,9.80528,9.00884
8.25165,1.0,8.55724,9.4639
6.49833,1.0,8.98765,5.97595
9.64932,0.0,8.78921,5.95701
5.15434,0.0,11.18821,5.29872
7.63483,0.0,6.87688,9.52419
7.3029,0.0,9.00581,8.18805
4.31294,0.0,12.42535,6.66318
7.36832,1.0,9.28743,6.87523
10.12172,0.0,5.56957,11.59182
6.12667,1.0,9.4799,11.42316
6.94745,1.0,8.38592,10.42451
7.30059,1.0,9.72201,10.00993
8.19009,1.0,10.6108,9.12547
6.59553,1.0,10.36071,5.97239
6.23338,1.0,8.44652,10.06356
6.26389,1.0,8.01345,11.39384
8.15428,1.0,8.96809,7.63871
7.23095,1.0,8.56678,6.12026
6.64193,0.0,7.96937,6.0785
7.15278,1.0,11.64191,10.39293
8.51786,1.0,11.51726,8.10848
6.30989,0.0,9.64521,7.25699
8.09125,1.0,9.37988,7.41591
7.54098,0.0,7.81176,8.75135
7.26005,0.0,8.12531,8.5577
5.50212,1.0,7.56112,10.28283
7.19762,1.0,9.60427,9.98669
10.99161,0.0,6.43976,9.96733
5.33735,1.0,6.5415,11.32967
5.3155,1.0,9.25525,11.05302
5.95066,1.0,10.46238,4.91617
9.08488,1.0,8.19326,9.6774
7.549535452240068,0.0,8.05016,7.81255
5.09483,0.0,9.94245,7.42183
5.80336,1.0,10.64805,9.61707
9.17589,0.0,5.49866,9.91622
8.135,0.0,6.85003,7.33419
9.46365,1.0,7.41951,6.99378
10.0909,0.0,7.08064,9.17708
7.32133,1.0,9.13851,8.03368
4.65108,0.0,11.02948,6.53297
6.64178,1.0,7.09796,10.78715
5.32908,1.0,11.00669,10.2133
8.81118,0.0,6.99879,8.14239
7.82997,0.0,9.42024,5.14309
9.28878,0.0,7.3943,6.30027
8.46751,0.0,7.17133,8.70774
8.98649,0.0,7.70329,8.41354
5.12603,0.0,10.3687,6.37937
8.6536,0.0,7.72267,10.02921
10.37261,0.0,8.36302,11.71505
10.15396,0.0,8.19571,9.58974
4.49492,0.0,10.63277,7.26404
8.04997,0.0,5.73321,10.26206
9.41541,0.0,7.3079,8.65267
8.1154,0.0,6.32044,8.93622
8.47858,0.0,7.73926,7.6449
7.09206,1.0,10.78268,8.99274
8.89082,0.0,6.82547,6.89294
8.91632,1.0,9.53943,8.55731
6.0248,1.0,10.75425,7.39078
4.60642,1.0,12.69792,7.31787
4.03819,1.0,11.07422,4.54869
6.08031,1.0,10.87013,7.44187
8.54871,0.0,7.53061,8.26994
5.20555,1.0,10.39027,10.92995
10.38786,0.0,7.98758,10.25874
7.35234,1.0,8.39661,8.312937315300085
9.21724,0.0,8.41357,5.61351
7.31638,0.0,8.50279,8.95896
8.23006,0.0,5.99845,8.93373
7.4197,1.0,8.9419,6.97207
7.84238,1.0,9.85503,7.76918
6.4066,0.0,10.52147,6.81369
6.19916,0.0,11.12618,7.36715
5.59811,1.0,9.37064,5.20436
7.65104,1.0,9.57144,8.77865
7.95992,0.0,9.93126,6.59189
6.86835,1.0,8.17271,7.02163
7.79788,1.0,10.86302,9.08372
8.63027,1.0,8.91718,7.14165
5.01593,1.0,9.81396,4.79646
5.84408,0.0,10.26574,5.90505
5.85339,1.0,7.48053,10.8046
9.5171,0.0,5.8715,7.87014
9.57881,1.0,8.55658,9.16296
10.35988,0.0,7.53759,10.56015
9.06584,1.0,12.08368,7.65108
5.25372,1.0,12.01173,11.25773
7.61408,1.0,8.76953,7.19631
6.09923,1.0,11.50403,8.25218
7.72368,1.0,9.51097,9.76199
9.13819,1.0,12.27986,8.28119
6.50471,1.0,7.35384,9.69004
5.32805,1.0,9.31756,11.86318
5.89436,0.0,9.32668,7.723
5.50359,0.0,11.00973,6.32587
4.65228,1.0,11.00842,8.09859
5.21899,1.0,10.46305,5.22655
6.97162,0.0,7.49891,8.37014
9.87888,1.0,8.89538,6.63546
6.72718,1.0,10.74052,10.31547
7.38531,1.0,9.90551,7.45068
7.19995,0.0,6.83016,7.49087
8.70847,1.0,9.69292,8.35991
9.80794,0.0,5.38805,8.66541
11.38154,0.0,7.07463,11.33747
11.04677,0.0,5.72535,10.13519
6.7753,0.0,9.25374,7.56152
7.17233,0.0,9.85221,7.98818
8.51046,0.0,7.79966,8.2343
6.34695,0.0,10.25977,6.03508
8.20929,1.0,10.74092,9.39161
6.64459,0.0,9.54348,7.57421
6.76953,1.0,7.63962,5.92983
5.67263,1.0,8.97661,10.9529
8.45542,1.0,9.69206,7.22419
6.63317,0.0,9.73612,7.58252
8.8619,1.0,9.39369,7.94993
9.67076,1.0,8.52249,10.21956
6.73062,1.0,8.66381,7.85361
8.46156,1.0,8.19656,4.56189
7.54875,1.0,9.28111,9.43038
7.1731,1.0,9.37438,10.00955
5.9934,1.0,9.96576,5.57028
7.07639,1.0,12.57793,8.20718
8.80894,0.0,5.67946,9.47525
5.18556,1.0,8.93896,12.15415
7.20198,0.0,6.05486,7.71121
6.39132,1.0,9.35225,5.80101
5.02109,1.0,8.31547,11.05479
8.59502,1.0,7.97452,9.36275
7.26877,0.0,9.71289,7.34824
8.79707,0.0,7.60646,8.54842
8.1591,1.0,9.43665,6.34667
5.40372,0.0,10.37504,4.81218
10.65737,0.0,6.49019,7.10088
10.25504,1.0,9.8419,7.94258
5.54336,0.0,10.03033,6.03049
6.78591,1.0,8.61416,5.42075
9.83498,0.0,7.52657,8.76958
8.21464,1.0,9.81288,9.02938
10.89528,0.0,5.67238,11.32131
6.79114,1.0,10.13854,9.46728
6.88015,1.0,8.12021,5.08541
9.06539,1.0,9.52795,8.986
7.80628,0.0,6.06314,4.94449
6.73065,1.0,8.90287,9.19391
5.39458,1.0,10.16348,6.58078
6.17061,0.0,11.11479,7.4924
6.34039,1.0,9.73164,7.63318
7.5448,1.0,10.22137,7.15393
4.63976,1.0,6.72882,12.25722
8.49335,0.0,8.40022,6.45239
5.76381,1.0,8.09499,9.56753
6.17431,1.0,9.17347,10.19277
7.47426,1.0,9.20046,6.04964
10.26785,1.0,10.29268,7.17729
6.20892,1.0,10.34955,8.31306
6.50251,1.0,10.16564,8.60885
5.84052,1.0,10.12448,5.80986
6.17049,1.0,7.36524,10.21816
9.1066,0.0,7.03737,10.13398
5.8275,0.0,10.01658,8.05632
10.15584,0.0,6.53615,8.89451
5.60468,1.0,10.88929,5.71454
9.48167,0.0,7.90626,9.86851
5.66026,0.0,11.3207,5.54248
4.8979,1.0,10.35602,12.03004
6.771,1.0,6.39338,11.24295
7.9262,1.0,11.11207,9.56674
11.98089,0.0,6.14961,10.80932
8.98592,0.0,7.97237,5.87287
6.44381,1.0,8.74258,7.84209
8.53876,0.0,6.98533,9.46692
4.24021,1.0,9.75806,6.67638
6.76237,1.0,7.9652,6.6271
7.64653,1.0,9.87661,8.53851
9.63535,0.0,6.07521,9.47063
7.76931,1.0,11.18703,8.28238
9.36299,0.0,7.01029,10.31966
9.23389,0.0,6.15061,7.30855
9.18368,0.0,5.36611,9.78522
10.10648,0.0,7.06183,8.95771
7.65157,1.0,7.6428,8.29392
10.32913,0.0,7.71885,11.12026
6.95445,1.0,10.81463,8.94087
7.63672,1.0,8.94226,8.42918
5.01882,1.0,9.09043,4.84156
5.67047,1.0,8.77152,6.75281
6.74206,1.0,8.37548,5.30769
6.41418,1.0,8.66338,9.43932
8.33411,1.0,8.715,8.51557
9.12684,1.0,6.1109,7.54262
8.22211,1.0,7.28297,9.01098
6.278,0.0,10.20547,6.34732
5.40716,1.0,11.03994,10.55052
4.56253,1.0,9.92754,11.08016
9.89833,1.0,12.38977,5.93172
10.27173,0.0,7.8626,11.95053
7.61978,1.0,9.47943,6.98936
7.3364,0.0,8.372,7.4823
8.79385,0.0,8.38829,7.133
9.05959,0.0,5.3696,10.60156
9.49078,1.0,9.65725,7.47498
5.09906,1.0,9.87189,6.73779
8.67967,1.0,10.50838,8.61566
10.16105,0.0,8.47274,8.75186
6.6538,1.0,5.75079,9.33419
5.86973,0.0,10.05654,6.76953
5.92953,1.0,9.21192,10.51898
6.54759,1.0,9.72843,6.28477
6.46197,1.0,9.88106,10.49022
8.26157,0.0,8.65377,5.37132
10.16477,1.0,8.7559,7.65386
8.44353,1.0,11.87135,7.71579
8.83758,0.0,4.88858,9.04666
7.80253,1.0,8.77985,9.29817
7.52667,1.0,9.61574,9.66699
6.79446,1.0,9.55621,7.82151
6.54039,1.0,9.77032,7.15146
8.19764,0.0,9.10136,6.94638
8.29665,1.0,9.49592,6.75256
6.94443,0.0,10.13819,5.65821
8.26987,0.0,5.86824,11.10992
8.44116,1.0,8.96383,6.85564
9.19589,0.0,6.97509,7.28503
3.67078,0.0,13.04716,6.6482
5.20766,1.0,10.58207,11.15913
8.58856,1.0,11.90678,8.14625
6.46204,1.0,8.27271,9.22009
9.27953,0.0,8.34452,7.87593
6.36781,1.0,9.79638,6.74216
7.9067,0.0,9.72145,8.4571
6.39573,1.0,12.20895,10.25061
5.38273,1.0,11.09076,6.306
8.60357,0.0,8.95222,6.30645
5.43635,0.0,10.60588,7.01187
8.4436,1.0,8.66289,8.27435
7.9416,1.0,10.1465,8.82852
7.82284,1.0,9.1213,7.83713
7.74303,1.0,8.72526,8.7379
10.5901,0.0,5.68532,9.26676
9.32694,1.0,10.05527,8.59228
7.28628,0.0,6.68973,7.30701
5.42258,0.0,10.54073,8.00655
7.39713,1.0,9.71853,8.33749
7.549535452240068,1.0,7.55547,9.48874
7.80808,1.0,8.53281,6.2619
5.30285,0.0,10.76753,6.6333
7.44541,1.0,9.78009,6.84337
7.04502,1.0,7.4688,9.61814
7.15491,1.0,12.39409,9.64195
8.35427,1.0,9.83257,8.9277
9.3491,0.0,5.47247,9.38844
5.85516,1.0,9.70886,6.1162
7.76555,1.0,10.09513,8.95486
6.51967,1.0,12.63997,9.80228
8.32021,1.0,5.67869,7.90883
7.85355,1.0,9.3323,9.49117
10.6909,0.0,6.49684,9.69523
7.06508,1.0,8.12519,9.62479
6.98726,1.0,9.58188,9.60022
11.68848,1.0,8.71523,5.59846
8.41792,0.0,8.56323,7.13162
8.14011,0.0,8.50238,6.84133
8.94098,0.0,8.67805,6.92873
6.09275,0.0,10.7274,7.00672
9.64049,0.0,5.9519,9.50868
9.8337,0.0,8.11017,10.85325
4.95275,1.0,8.78891,11.38035
9.01225,0.0,7.39811,8.61149
9.84163,1.0,11.43124,6.28762
10.50689,0.0,6.53152,10.57534
7.36191,1.0,8.56578,6.70213
6.73499,1.0,8.85922,9.67189
5.96334,1.0,10.70389,5.50126
6.94414,0.0,10.15314,8.09512
7.87976,1.0,10.98304,8.28288
5.98762,1.0,8.34298,10.54213
4.61378,1.0,9.75218,6.40181
5.3311,0.0,10.2629,7.57509
5.55438,1.0,9.65511,11.46556
10.13953,0.0,6.05042,10.06412
8.46693,0.0,7.85651,8.66688
8.79228,0.0,6.09617,9.05429
5.2714,1.0,12.26473,6.75705
10.33571,0.0,7.32367,10.01852
4.98453,1.0,8.72657,10.72148
8.50232,0.0,7.26241,9.17682
6.76013,1.0,8.06297,6.05524
5.08445,0.0,10.54715,6.56334
11.03882,0.0,7.56588,10.33015
10.28381,0.0,6.70344,9.54209
8.9062,0.0,8.71346,7.63146
8.36181,1.0,9.99255,7.53965
9.58319,1.0,9.83981,6.98341
7.20336,1.0,7.36044,9.90256
6.58309,1.0,10.24614,8.80567
6.73662,1.0,9.16206,5.42472
6.32277,1.0,12.07901,8.312937315300085
7.62801,1.0,10.523,9.57752
10.61767,0.0,7.39528,11.39211
9.33728,0.0,10.97877,6.86663
7.37132,1.0,8.77797,9.13596
7.17557,0.0,8.83962,7.7429
6.05237,1.0,9.088564283178359,8.03743
8.73208,1.0,9.10289,8.56693
7.68379,0.0,6.57573,6.55878
6.61093,1.0,9.66584,6.51584
6.14461,1.0,10.09541,4.99934
10.28626,0.0,6.5484,9.22796
5.96169,0.0,10.88527,7.30037
4.18265,0.0,11.81844,5.5777
7.05248,1.0,11.19806,7.22971
6.24556,1.0,9.49465,7.98125
8.67083,0.0,7.7218,4.86757
10.31159,1.0,10.9182,7.0852
8.13334,1.0,10.41731,9.40736
9.75504,1.0,8.1764,8.31643
11.25777,0.0,8.05782,11.18208
6.23158,0.0,9.61745,8.21881
6.19139,1.0,8.99762,6.51929
10.8257,0.0,6.22258,8.21985
8.3863,1.0,6.92896,8.24683
6.3115,1.0,9.20836,5.15426
4.64417,1.0,9.56253,5.29317
8.12745,1.0,9.07216,6.53065
6.03441,1.0,10.06802,5.16962
7.51102,1.0,7.76881,8.36888
7.79794,1.0,9.24408,8.85538
6.78128,1.0,10.30177,9.89583
6.86137,1.0,10.32112,9.23668
5.40693,0.0,10.4589,6.39482
7.98825,0.0,12.69843,8.87905
7.01772,1.0,9.87658,9.88215
7.31777,1.0,8.11979,8.80419
8.26014,0.0,9.31095,6.42533
9.96139,0.0,6.99667,9.20106
9.63507,1.0,9.20195,9.84571
9.94393,1.0,7.30141,7.45397
7.9896,1.0,11.2605,7.71052
5.84003,0.0,9.81003,8.59391
6.60125,1.0,8.75608,10.00444
8.67093,0.0,4.85547,10.53169
6.25223,0.0,9.61205,8.05222
7.47676,1.0,9.08542,6.2705
8.41269,1.0,9.28408,7.34445
8.70706,1.0,9.9525,8.99922
6.06231,1.0,8.84171,9.89473
4.79096,1.0,8.3441,11.79088
7.00381,0.0,9.94269,7.82995
7.07488,1.0,12.3918,9.59885
5.7884,1.0,6.76594,11.09936
5.87412,1.0,7.57514,5.90903
6.65688,0.0,5.98872,6.15026
7.13435,1.0,8.29066,9.07965
8.06122,1.0,11.03116,8.45691
7.52324,0.0,7.94166,7.09406
8.86311,0.0,6.64181,9.35911
5.67573,0.0,9.65647,7.25785
7.40046,1.0,9.92389,9.41679
7.10222,1.0,8.22,6.38482
6.45361,1.0,10.25456,9.18337
7.89462,1.0,9.16842,6.20368
8.73051,1.0,7.99376,8.13196
10.05368,0.0,6.11032,10.10969
7.08473,1.0,8.90489,8.1835
5.83573,1.0,9.92384,7.96038
7.21762,0.0,9.58199,6.68497
7.58976,1.0,11.23238,8.67598
6.65975,1.0,7.78271,9.29743
4.61039,1.0,7.60119,12.09186
8.03282,1.0,9.35764,5.60629
9.29986,0.0,6.62877,8.57917
7.86841,0.0,8.46059,7.65272
7.69196,1.0,7.96627,7.51384
8.46048,0.0,6.67381,10.35868
6.27547,1.0,9.48161,6.67337
8.35202,0.0,7.87495,7.41195
7.30354,0.0,9.84107,5.86653
4.31609,1.0,9.33846,11.67478
7.19498,1.0,7.17456,9.20999
7.15009,0.0,7.95154,6.80855
10.10152,0.0,6.61412,10.32698
6.52859,1.0,9.81267,6.72529
6.69577,1.0,10.50811,5.92375
9.53945,1.0,10.60244,9.00392
5.24959,1.0,9.46293,5.29584
5.57635,1.0,8.95544,11.39214
7.21495,0.0,9.61696,6.62929
6.64446,0.0,9.99268,6.3228
8.17263,1.0,7.4251,5.21402
8.60926,1.0,10.57113,8.14862
6.9322,1.0,7.90149,5.76788
6.26049,0.0,8.96974,4.91414
10.51143,0.0,7.04525,12.09308
7.64882,0.0,6.26917,7.39766
9.40956,1.0,8.87295,7.87995
10.12651,0.0,8.87373,10.02063
5.22725,1.0,7.68902,10.24602
8.83444,1.0,11.82456,8.12629
8.57468,1.0,10.44223,6.85376
6.04238,0.0,10.42401,6.26081
9.00738,0.0,8.08294,8.8029
8.33392,1.0,11.07209,8.37649
7.69904,1.0,10.42474,8.6682
5.52929,1.0,8.49544,10.7425
7.71055,1.0,12.85475,8.88051
8.9882,0.0,7.61005,6.60658
8.65837,1.0,10.19512,10.71651
5.60937,1.0,9.28791,6.83933
8.53494,0.0,8.27988,7.73385
6.34365,1.0,9.81974,10.68176
9.22134,1.0,12.3855,8.50138
7.11064,1.0,8.50753,6.50309
6.0295,0.0,8.19635,8.06367
10.10812,1.0,8.17961,6.88759
8.69337,1.0,8.80335,7.48696
10.48408,0.0,7.00049,10.88328
6.39476,1.0,9.57568,7.22525
6.83872,0.0,10.86953,6.86962
8.35401,0.0,9.51307,7.97129
8.14306,1.0,10.39948,9.25837
6.46454,0.0,8.56498,6.54341
10.38257,0.0,6.53741,12.64392
8.31368,1.0,9.4114,8.18241
7.74737,0.0,7.11977,7.72113
10.50821,0.0,7.04224,11.05946
8.0446,0.0,9.34006,6.29313
5.41688,1.0,10.46776,7.56012
5.0877,1.0,11.08214,7.30847
10.44247,1.0,8.42291,7.52624
6.51267,1.0,9.08914,10.57937
6.89035,0.0,9.12507,7.79543
7.97345,1.0,11.04966,8.75038
8.64186,0.0,8.78018,6.85341
8.4706,1.0,10.32332,9.86812
7.3627,1.0,7.51564,5.11923
6.20528,0.0,11.09409,6.47918
8.41519,0.0,6.73243,8.87623
6.27572,1.0,10.09264,10.29188
8.65782,1.0,6.64294,8.94222
5.87658,1.0,10.11193,6.25771
8.0648,1.0,8.84339,5.83256
6.90052,1.0,8.1011,8.5512
9.17226,0.0,6.223,9.20897
7.88469,1.0,10.46242,7.07726
8.97389,0.0,5.63553,9.4168
9.34477,0.0,8.17898,10.72986
8.94043,0.0,6.78387,8.59949
5.79933,1.0,8.32339,10.87259
7.25615,1.0,10.20478,6.04715
6.459,0.0,9.39871,6.27253
7.53437,1.0,8.23987,9.06302
5.589,0.0,9.30493,9.20966
6.03258,1.0,8.92881,7.35994
8.33417,1.0,9.25868,7.08152
6.4017,1.0,10.30535,5.62433
7.11765,1.0,9.38244,10.02168
6.73503,1.0,9.49061,10.57497
8.42766,0.0,8.72453,7.09982
7.02633,1.0,9.08497,6.98156
5.55358,1.0,11.06343,5.96988
10.16819,0.0,4.99226,8.4564
8.82977,0.0,7.11154,8.62903
9.6562,0.0,6.59798,7.16181
7.04632,1.0,10.05397,7.60165
9.24183,0.0,5.42908,10.30128
8.54879,1.0,7.14064,9.59345
6.62159,1.0,9.72035,5.48954
9.86076,0.0,7.22,10.92477
4.32069,0.0,11.36595,7.41759
9.48121,1.0,8.81891,9.22168
10.34492,0.0,7.20172,9.52359
7.05228,1.0,9.23403,6.71926
6.03436,0.0,10.24617,7.77609
7.04593,1.0,10.99918,8.34397
8.05943,1.0,10.68424,8.23949
6.42923,1.0,9.50863,9.4931
7.03324,0.0,6.16947,7.54168
7.40574,1.0,9.81376,7.8799
6.5639,1.0,7.25475,4.50216
8.39349,1.0,8.17879,8.16154
7.20258,0.0,8.63823,9.22386
7.16924,1.0,9.00307,9.85692
10.67127,0.0,7.51676,13.21748
8.03539,1.0,10.33294,7.76175
8.08173,1.0,8.66405,5.89399
7.96547,1.0,7.11535,5.69036
7.4744,1.0,10.84094,9.12175
6.86376,1.0,10.27881,10.66273
5.75678,1.0,10.09834,5.17048
4.78614,1.0,5.81286,11.52305
7.00611,0.0,9.98346,7.20938
8.20143,0.0,7.40357,8.62705
4.62809,0.0,10.31743,7.58375
10.34192,0.0,7.57272,6.81528
8.86297,0.0,10.05309,7.82075
5.16295,1.0,8.63891,3.35058
8.48948,1.0,9.98522,8.36713
10.42481,0.0,7.24396,6.24937
8.46297,0.0,8.22923,8.85516
5.83591,1.0,8.33585,5.85817
7.31027,1.0,11.15527,9.71834
6.09065,1.0,11.14106,7.20816
7.19391,0.0,5.99653,7.41454
10.13862,1.0,8.37093,9.93855
7.86517,0.0,9.06672,5.90434
6.12812,1.0,10.12695,9.74768
5.89268,1.0,7.23541,10.38601
9.9171,1.0,9.99045,7.96161
7.91457,1.0,10.33726,8.79587
6.92238,1.0,8.83353,9.4978
7.66917,1.0,8.2828,9.01701
5.84384,1.0,7.18511,10.12843
5.53741,1.0,12.33746,7.39647
9.7322,0.0,8.24698,8.19402
9.2139,1.0,7.73985,8.62677
10.53476,0.0,6.51918,11.18476
7.71873,1.0,11.61934,9.18088
7.82347,1.0,10.59733,8.34085
6.78978,1.0,8.88553,10.02393
7.28444,1.0,7.17693,9.20494
10.06855,0.0,8.18511,12.0846
10.69449,0.0,5.21276,9.39089
8.84969,0.0,7.09001,7.26771
7.03245,1.0,8.15103,10.52413
6.41976,1.0,6.8791,10.90874
7.15219,1.0,10.10821,9.13472
8.48846,0.0,6.75453,8.90094
7.90499,1.0,7.54605,4.04181
6.64912,1.0,10.7764,9.37135
6.236,1.0,10.85268,7.48788
5.44166,1.0,10.27612,10.12535
5.40964,0.0,10.39149,7.12693
7.83875,1.0,7.86441,6.24658
5.63748,1.0,8.2555,9.31361
7.18855,0.0,10.36246,7.65758
7.35415,1.0,12.03473,9.28868
6.73463,1.0,9.27817,6.86198
4.55423,1.0,11.72819,6.96206
5.95926,1.0,9.83363,9.49604
6.71311,1.0,11.74855,9.94713
10.09087,0.0,6.41128,10.92676
4.78022,1.0,11.98011,6.19864
5.119,1.0,9.74253,4.61994
6.08204,1.0,10.01669,10.39602
7.97282,1.0,9.99182,8.48499
6.93598,0.0,9.51685,8.46248
4.34249,1.0,9.00614,10.94837
11.04971,0.0,5.62943,10.66641
5.61202,1.0,9.46576,6.44702
5.21443,1.0,8.81788,6.51369
7.94588,1.0,9.83464,9.45785
5.99121,0.0,10.56178,4.09827
9.67334,1.0,10.10982,8.68631
9.99564,0.0,7.55581,10.54991
9.67647,1.0,9.05441,8.05759
6.68352,1.0,8.87715,9.85371
5.83057,1.0,8.65706,5.83729
7.90001,1.0,9.86696,9.13854
7.92622,0.0,7.23693,8.77715
8.74236,0.0,8.62786,7.85717
7.98279,1.0,8.43865,7.16396
8.53412,1.0,12.83693,8.29863
9.24905,0.0,6.4276,9.20105
6.95462,1.0,7.88857,7.50812
8.75553,1.0,10.31278,9.4173
7.98189,1.0,10.20195,9.2158
4.25009,1.0,7.45312,12.36638
6.44855,0.0,11.72329,8.19104
3.73899,1.0,8.43675,12.27657
7.54088,1.0,8.98585,5.63776
4.94483,1.0,9.45664,11.05184
7.74174,1.0,9.38966,8.77701
10.41589,0.0,6.77066,10.35904
7.95185,0.0,9.36562,7.39318
8.9314,0.0,7.49592,8.90611
5.22752,1.0,7.99057,6.46574
8.05574,1.0,8.71041,9.27268
10.52711,1.0,8.88438,8.97198
9.47079,0.0,8.05549,6.8616
7.88749,1.0,8.90352,8.70541
8.70361,0.0,7.14443,6.69191
8.35313,1.0,9.01467,6.09123
5.54636,0.0,11.498,7.62733
10.11688,0.0,6.75515,9.90243
11.73495,0.0,7.46353,9.75638
9.09608,1.0,9.2804,8.6716
6.84607,1.0,9.41693,9.32945
9.23239,1.0,8.78529,7.54827
6.86352,1.0,8.46283,9.44247
9.43441,0.0,8.42998,5.63963
4.34183,1.0,6.64477,12.19507
7.24324,1.0,9.66414,7.08761
9.93394,0.0,6.48575,12.30855
6.54545,1.0,11.72141,9.28489
5.58601,1.0,8.83453,5.37054
9.62352,0.0,6.26937,7.95678
8.99549,1.0,8.08061,9.11999
6.46828,1.0,10.59076,10.42155
7.37259,1.0,8.44904,4.78566
7.48094,1.0,10.60629,8.90779
6.69792,1.0,9.07316,5.98645
7.88153,1.0,9.49493,8.76052
6.52073,1.0,8.08609,9.25386
9.69115,1.0,9.00462,7.01821
7.9272,0.0,5.96525,8.19279
10.28822,0.0,7.39344,10.39632
11.49808,0.0,7.98041,10.49461
10.43262,0.0,6.51192,7.13171
9.3493,0.0,6.05773,11.3782
6.9844,1.0,8.18633,8.25131
6.43602,1.0,8.96998,5.52659
5.70493,0.0,10.64967,7.25969
7.07388,1.0,9.26787,7.51643
9.48445,0.0,8.11554,9.13678
6.84603,1.0,10.63735,9.09637
5.47108,0.0,10.61582,5.8339
4.16143,1.0,9.68654,5.00961
6.35209,0.0,9.94227,7.25525
10.47676,1.0,12.66868,6.09326
7.60705,1.0,7.21452,5.41776
6.00692,0.0,9.59723,6.75328
10.29537,0.0,6.54054,10.34011
9.56263,0.0,7.85012,6.71432
7.92196,0.0,8.05851,8.00708
7.70436,0.0,8.4671,6.18077
6.47212,1.0,6.81621,10.23413
7.54341,1.0,9.67195,8.15809
7.75194,1.0,9.83426,6.99296
11.88021,0.0,4.99379,11.87186
7.83188,0.0,9.1672,9.64541
5.35936,0.0,8.4121,6.06307
6.47683,1.0,11.08279,9.06002
4.41515,0.0,9.69442,5.57016
7.59406,1.0,8.59741,7.44511
5.32789,1.0,11.48914,7.6515
8.51989,0.0,9.50733,9.75531
7.38512,1.0,9.50482,7.90817
6.32177,0.0,9.99893,9.28136
8.04061,0.0,7.57242,8.45468
5.60212,0.0,9.80603,7.9284
8.46841,1.0,9.30315,8.88415
8.42922,1.0,8.00369,7.83512
6.56883,0.0,9.30949,6.97225
11.35668,0.0,5.79327,10.15316
6.09822,1.0,11.09445,10.15148
9.09272,0.0,8.57143,5.88638
6.42395,1.0,9.42316,6.85078
6.83387,0.0,10.62662,7.17346
6.84213,1.0,9.11249,6.52161
10.88667,0.0,7.55231,6.86339
5.63806,0.0,9.48325,8.312937315300085
8.26763,0.0,7.10953,8.73072
9.76057,1.0,9.01888,7.4168
7.44384,1.0,10.89568,9.69419
8.37599,0.0,5.38958,10.11607
8.33944,0.0,7.29321,9.55516
7.48465,0.0,9.26702,9.18033
8.78631,1.0,10.02326,8.26825
8.69703,1.0,8.23003,8.17147
8.8495,0.0,7.40171,10.12461
9.1663,0.0,6.78236,9.7153
9.23571,0.0,5.97236,8.38433
5.41427,1.0,9.93233,11.80917
9.23193,0.0,7.72781,10.65898
6.82963,1.0,11.21503,8.65771
7.02362,1.0,12.13417,10.39869
6.2772,1.0,10.32862,9.98664
6.09814,0.0,10.68402,5.98803
8.88891,1.0,10.62535,9.04216
7.76712,1.0,8.08002,5.04025
4.19597,0.0,11.37231,5.31851
7.60729,0.0,7.22828,7.91038
8.49995,1.0,9.45691,8.53967
7.66832,0.0,8.89526,7.24416
7.81923,1.0,8.14299,8.89363
7.84009,1.0,11.15333,8.23075
6.86064,0.0,8.97643,6.23516
6.07956,1.0,8.60557,9.37535
7.64877,1.0,8.8436,8.04218
7.00837,1.0,8.66967,10.3031
7.04264,0.0,9.93242,6.99791
8.51824,1.0,11.49075,8.72669
9.02529,0.0,7.46911,10.64227
7.64776,1.0,11.4325,8.64477
6.28816,1.0,8.00124,10.27057
5.82059,0.0,11.07461,9.207
6.33138,1.0,8.97923,9.33395
8.09283,1.0,9.07727,6.40882
